City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,ola,59.5833,151.2833,287.41,70,100,2.79,RU,1691159958
276,miyaly,48.8844,53.7836,306.96,24,77,3.01,KZ,1691160340
277,hadibu,12.65,54.0333,300.29,68,99,8.89,YE,1691160340
278,jumla,29.2747,82.1838,291.73,96,99,1.27,NP,1691160341
279,dakhla,23.6848,-15.958,298.16,65,14,12.35,EH,1691160341
280,jiuquan,39.7432,98.5174,302.79,17,100,3.3,CN,1691160343
281,ongjin,37.9347,125.3619,298.04,91,99,0.59,KP,1691160343
282,hartford,41.7668,-72.7662,297.02,80,100,4.12,US,1691160344
283,palikir - national government center,6.9248,158.1611,297.56,94,75,0.0,FM,1691160345
284,brazzaville,-4.2658,15.2832,303.35,51,11,3.09,CG,1691160130
285,mata-utu,-13.2816,-176.1745,300.91,73,62,8.2,WF,1691160025
286,sur,22.5667,59.5289,305.71,62,100,0.88,OM,1691160346
287,wotho,10.1657,166.0102,301.16,79,95,6.07,MH,1691160347
288,vilyuysk,63.7553,121.6247,290.92,61,100,3.52,RU,1691160349
289,newman,37.3138,-121.0208,290.51,82,0,0.45,US,1691159745
290,punta arenas,-53.15,-70.9167,274.33,69,70,8.62,CL,1691160350
291,sao joao da barra,-21.6403,-41.0511,298.2,62,1,4.37,BR,1691159855
292,labrador city,52.9463,-66.9114,285.1,100,100,4.12,CA,1691159788
293,maitum,6.0392,124.4986,299.53,85,13,0.93,PH,1691159944
294,kangding,30.0513,101.9603,290.5,98,100,0.93,CN,1691160352
295,salinopolis,-0.6136,-47.3561,301.57,75,33,4.64,BR,1691160129
296,sarkand,45.41,79.9186,297.23,27,1,1.93,KZ,1691160353
297,qarazhal,48.0078,70.7903,303.74,24,98,5.9,KZ,1691160353
298,myeik,12.4333,98.6,299.31,89,100,3.95,MM,1691160354
299,itamaraca,-7.7478,-34.8256,301.18,60,33,5.33,BR,1691160354
300,lukolela,-1.0605,17.1821,304.0,43,76,1.16,CD,1691160355
301,anloga,5.7947,0.8973,298.88,81,42,7.32,GH,1691160357
302,santiago suchilquitongo,17.25,-96.8833,289.83,81,100,2.01,MX,1691160357
303,labytnangi,66.6572,66.4183,298.72,57,13,3.15,RU,1691160358
304,rancho palos verdes,33.7445,-118.387,293.72,91,22,2.68,US,1691160074
305,bonyhad,46.2992,18.5302,302.62,50,2,2.61,HU,1691160359
306,novyy urgal,51.0736,132.5642,286.4,70,100,0.75,RU,1691160359
307,morinville,53.8001,-113.652,290.81,83,0,2.06,CA,1691160360
308,santo antonio do leverger,-15.8656,-56.0767,305.36,16,1,1.71,BR,1691160296
309,sinazongwe,-17.2614,27.4618,295.82,40,5,3.22,ZM,1691160361
310,new plymouth,-39.0667,174.0833,281.1,77,71,2.88,NZ,1691160362
311,el calafate,-50.3408,-72.2768,274.78,71,1,5.98,AR,1691160018
312,nicoya,10.1483,-85.452,301.61,73,3,3.61,CR,1691160017
313,katsuura,35.1333,140.3,300.1,85,0,8.23,JP,1691160365
314,chhor,25.5167,69.7667,306.78,53,49,9.78,PK,1691160365
315,felipe carrillo puerto,19.5833,-88.05,305.92,53,32,2.22,MX,1691160366
316,malyn,50.7723,29.2383,303.51,43,84,2.64,UA,1691160367
317,iskateley,67.6803,53.1512,300.92,54,50,3.17,RU,1691159950
318,gilgit,35.9221,74.3087,304.34,43,82,1.42,PK,1691160369
319,nanao,37.05,136.9667,301.66,90,4,1.01,JP,1691160370
320,al kharijah,25.4514,30.5464,314.65,10,0,6.54,EG,1691159848
321,daru,-9.0763,143.2092,297.98,74,14,6.44,PG,1691160371
322,pariaman,-0.619,100.12,298.18,90,68,1.85,ID,1691160372
323,salida,37.7058,-121.0849,291.1,84,0,2.57,US,1691160319
324,santa isabel,-23.3156,-46.2214,294.57,33,0,1.68,BR,1691160373
325,page,36.9147,-111.4558,297.1,47,0,0.45,US,1691159905
326,gillette,44.2911,-105.5022,290.4,93,100,3.6,US,1691160374
327,kununurra,-15.7667,128.7333,296.14,68,100,0.0,AU,1691159604
328,antsiranana,-12.2787,49.2917,298.57,61,40,9.26,MG,1691160375
329,wladyslawowo,54.7909,18.4009,294.23,70,65,4.94,PL,1691160375
330,vorkuta,67.5,64.0,298.81,57,11,2.18,RU,1691160376
331,kill devil hills,36.0307,-75.676,298.15,90,100,5.14,US,1691160376
332,cukai,4.25,103.4167,301.12,87,10,2.36,MY,1691160377
333,bandarbeyla,9.4942,50.8122,298.32,78,100,14.02,SO,1691160378
334,kone,-21.0595,164.8658,289.59,88,13,1.79,NC,1691160378
335,pangkalanbuun,-2.6833,111.6167,297.63,86,2,1.79,ID,1691160379
336,tsiombe,-25.3,45.4833,293.57,56,0,8.13,MG,1691160379
337,tangalle,6.024,80.7911,303.24,83,67,5.87,LK,1691160380
338,atafu village,-8.5421,-172.5159,301.15,70,100,3.4,TK,1691160380
339,torrington,41.8007,-73.1212,296.31,87,26,5.09,US,1691160381
340,lionel town,17.8101,-77.2406,304.09,53,26,2.17,JM,1691160383
341,antalaha,-14.9003,50.2788,295.31,83,25,6.01,MG,1691160384
342,pangkalpinang,-2.1333,106.1333,299.8,79,20,4.52,ID,1691160384
343,kapa'a,22.0752,-159.319,299.33,77,20,6.17,US,1691160100
344,ixtapa,20.7,-105.2,298.83,94,100,2.57,MX,1691160010
345,clarksdale,34.2001,-90.5709,304.14,79,23,4.12,US,1691160386
346,pandan,14.0453,124.1694,300.86,83,100,4.25,PH,1691160387
347,castro de rei,42.7167,-7.5667,296.52,28,0,4.28,ES,1691160387
348,kupang,-10.1667,123.5833,297.55,82,11,5.57,ID,1691160388
349,acarau,-2.8856,-40.12,304.45,51,7,6.57,BR,1691160223
350,sen monorom,12.45,107.2,294.6,91,100,2.6,KH,1691160390
351,decorah,43.3033,-91.7857,299.66,83,0,1.54,US,1691160196
352,guben,51.9499,14.7145,297.64,48,100,2.36,DE,1691160390
353,vernon,50.2581,-119.2691,288.89,51,0,2.06,CA,1691160149
354,dompu,-8.5356,118.4622,295.51,96,78,0.7,ID,1691160391
355,shannon,52.7039,-8.8642,289.34,67,75,2.57,IE,1691160393
356,dudinka,69.4058,86.1778,292.94,55,55,4.34,RU,1691160393
357,sarangani,5.4033,125.4636,301.68,76,16,3.35,PH,1691160394
358,utete,-7.986,38.758,299.92,53,43,5.07,TZ,1691160394
359,colonel hill,22.7667,-74.2167,302.15,73,1,4.87,BS,1691160395
360,sodankyla,67.4167,26.6,291.61,91,100,3.01,FI,1691160396
361,westport,41.1415,-73.3579,298.4,79,100,5.66,US,1691159992
362,lethem,3.3803,-59.7968,303.88,63,89,0.93,GY,1691160397
363,blora,-6.9698,111.4186,297.38,66,20,2.36,ID,1691160397
364,noosa heads,-26.3833,153.15,289.32,66,65,6.04,AU,1691160398
365,nema,57.5067,50.5011,296.45,63,86,1.22,RU,1691160398
366,villa tupac amaru,-13.7,-76.15,291.75,77,100,1.03,PE,1691160399
367,vorgashor,67.5833,63.95,298.67,56,10,2.11,RU,1691160399
368,boulsa,12.6675,-0.5758,309.37,37,0,2.43,BF,1691160400
369,soio,-6.1349,12.3689,296.55,76,15,4.8,AO,1691160400
370,northwest harborcreek,42.1494,-79.9946,297.89,78,75,3.6,US,1691160401
371,mirny,62.5353,113.9611,289.95,77,100,5.81,RU,1691160401
372,aripuana,-9.1667,-60.6333,308.27,23,17,1.91,BR,1691160145
373,murzuq,25.9155,13.9184,314.22,8,0,1.56,LY,1691160403
374,nasice,45.4886,18.0878,305.68,66,10,2.6,HR,1691160403
375,christchurch,-43.5333,172.6333,280.88,88,75,3.6,NZ,1691160155
376,knyaze-volkonskoye,48.4642,135.4567,291.34,73,100,2.71,RU,1691160405
377,kruisfontein,-34.0033,24.7314,293.2,52,81,3.62,ZA,1691160405
378,akureyri,65.6835,-18.0878,287.11,58,75,3.09,IS,1691160128
379,utrik,11.2278,169.8474,301.13,79,97,7.17,MH,1691160406
380,alofi,-19.0595,-169.9187,295.09,94,100,5.66,NU,1691159916
381,tyukhtet,56.5389,89.3011,291.39,63,15,2.31,RU,1691160407
382,chinchilla,-26.75,150.6333,284.62,89,0,3.92,AU,1691160408
383,barbacoas,1.6715,-78.1398,303.03,71,28,0.64,CO,1691160408
384,al hasakah,36.5024,40.7477,315.78,9,0,5.16,SY,1691160409
385,isangel,-19.55,169.2667,293.8,88,100,8.35,VU,1691160409
386,sarny,51.338,26.6019,300.38,47,47,1.18,UA,1691160410
387,berezovyy,51.6667,135.7,287.0,72,75,2.03,RU,1691159864
388,playa del ingles,27.7567,-15.5787,300.59,69,0,2.68,ES,1691160411
389,mayahi,13.9553,7.6712,309.25,36,44,3.57,NE,1691160411
390,corner brook,48.9667,-57.9484,296.24,38,83,3.21,CA,1691160412
391,lame,10.4415,9.2396,298.75,75,100,2.26,NG,1691160412
392,terrace,54.5163,-128.6035,285.1,82,40,0.0,CA,1691160414
393,itoman,26.1247,127.6694,301.58,94,75,20.06,JP,1691160414
394,arraial do cabo,-22.9661,-42.0278,297.13,69,75,4.12,BR,1691160248
395,shira,54.4911,89.9531,290.71,89,97,2.32,RU,1691160415
396,jiujiang,29.7333,115.9833,302.36,82,0,0.93,CN,1691160416
397,skiathos,39.1623,23.4909,304.24,70,0,3.09,GR,1691160416
398,kasongo-lunda,-6.4667,16.8167,309.92,13,5,2.23,CD,1691160014
399,port hedland,-20.3167,118.5667,294.18,68,1,0.0,AU,1691160417
400,port isabel,26.0734,-97.2086,305.38,70,0,3.6,US,1691160418
401,princeville,45.7668,-61.2985,295.72,69,20,6.17,CA,1691160264
402,northam,51.0333,-4.2167,290.59,73,100,6.5,GB,1691159901
403,lupane,-18.9315,27.807,296.17,22,0,2.26,ZW,1691160420
404,kingston,17.997,-76.7936,304.4,74,20,2.06,JM,1691160408
405,luderitz,-26.6481,15.1594,288.45,68,1,1.54,NA,1691160421
406,alghero,40.5589,8.3181,298.2,61,0,4.12,IT,1691160422
407,sao vicente,-23.9631,-46.3919,297.25,73,75,1.54,BR,1691160422
408,petropavlovsk-kamchatsky,53.0452,158.6483,283.48,100,0,1.0,RU,1691160423
409,port douglas,-16.4833,145.4667,293.27,86,89,6.43,AU,1691160407
410,mahdia,35.5047,11.0622,305.12,60,1,5.76,TN,1691160424
411,ta`u,-14.2336,-169.5144,299.86,77,10,6.3,AS,1691160425
412,karachev,53.1229,34.9852,301.89,45,54,3.81,RU,1691160425
413,smidovich,48.6,133.8167,289.04,75,100,3.97,RU,1691160426
414,wenshui,28.4506,106.5267,295.28,91,77,1.37,CN,1691160426
415,flying fish cove,-10.4217,105.6791,297.97,94,100,7.2,CX,1691160427
416,downpatrick,54.3263,-5.7035,289.87,69,100,1.7,GB,1691160428
417,geraldton,-28.7667,114.6,279.38,87,2,3.09,AU,1691160428
418,sabang,5.8933,95.3214,301.47,76,43,6.78,ID,1691160429
419,saint-denis,48.9167,2.3333,296.45,61,75,4.63,FR,1691160429
420,minab,27.1467,57.0801,308.47,48,21,3.03,IR,1691160430
421,tanjung pandan,-2.75,107.65,299.38,78,6,4.31,ID,1691160430
422,mmabatho,-25.85,25.6333,292.13,26,0,1.54,ZA,1691160431
423,rosa zarate,0.3333,-79.4667,300.79,83,68,0.43,EC,1691160432
424,sultanah,24.4926,39.5857,316.4,4,0,6.69,SA,1691160139
425,miramichi,47.0043,-65.4654,290.92,59,99,4.34,CA,1691160433
426,malvan,16.0667,73.4667,299.83,85,48,6.85,IN,1691159904
427,hilo,19.7297,-155.09,299.97,79,40,3.09,US,1691159736
428,mezhdurechensk,53.6942,88.0603,291.6,94,89,0.79,RU,1691160434
429,carutapera,-1.195,-46.02,302.18,73,37,3.3,BR,1691159979
430,lodwar,3.1191,35.5973,305.12,33,37,4.46,KE,1691160436
431,debark',13.1561,37.8981,286.13,83,96,1.6,ET,1691160436
432,grand falls-windsor,48.9332,-55.6649,298.99,49,10,2.11,CA,1691160437
433,robertsport,6.7533,-11.3686,299.71,81,46,5.74,LR,1691160439
434,quirinopolis,-18.4483,-50.4517,302.8,20,67,2.75,BR,1691160198
435,zahedan,29.4963,60.8629,310.1,9,0,5.14,IR,1691160440
436,port saint john's,-31.6229,29.5448,294.0,50,84,3.62,ZA,1691160440
437,bayanaul,50.7889,75.6956,295.1,57,65,2.57,KZ,1691160441
438,inhambane,-23.865,35.3833,294.07,68,33,4.4,MZ,1691160442
439,ramanuj ganj,23.8,83.7,298.45,85,100,3.99,IN,1691160442
440,berdigestyakh,62.0989,126.6992,288.19,56,91,0.99,RU,1691160443
441,mandalgovi,45.7625,106.2708,295.86,45,22,3.71,MN,1691160443
442,nuuk,64.1835,-51.7216,281.49,81,75,6.17,GL,1691159891
443,piacabucu,-10.4056,-36.4344,299.43,58,93,4.61,BR,1691160445
444,cody,44.5263,-109.0565,292.26,73,100,4.63,US,1691160445
445,la gi,10.6667,107.7833,299.55,89,45,3.57,VN,1691160446
446,rio gallegos,-51.6226,-69.2181,275.18,75,20,10.29,AR,1691159727
447,arica,-18.475,-70.3042,291.9,68,100,1.03,CL,1691160447
448,egersund,58.4513,5.9997,290.03,70,6,10.47,NO,1691160448
449,persembe,41.0656,37.7714,299.83,77,0,2.24,TR,1691160448
450,nchelenge,-9.3451,28.734,298.88,40,3,2.23,ZM,1691160449
451,san antonio de pale,-1.4014,5.6325,295.93,77,38,3.89,GQ,1691160449
452,bamboo flat,11.7,92.7167,302.2,79,75,5.14,IN,1691160450
453,barakani,-12.1356,44.4317,297.87,79,43,3.32,KM,1691160450
454,krasnovishersk,60.4078,57.082,294.79,72,100,0.58,RU,1691160451
455,lamesa,32.7376,-101.951,302.33,44,5,7.01,US,1691160452
456,yigo village,13.5361,144.8886,300.77,89,75,1.54,GU,1691160452
457,kodinsk,58.6881,99.1844,284.25,79,0,2.62,RU,1691160453
458,severo-yeniseyskiy,60.3725,93.0408,283.05,64,5,4.66,RU,1691160453
459,nea ionia,38.0373,23.7595,309.44,46,20,5.36,GR,1691160454
460,california city,35.1258,-117.9859,295.99,38,0,2.06,US,1691160454
461,talcahuano,-36.7167,-73.1167,280.97,57,0,4.12,CL,1691160455
462,san sebastian de la gomera,28.0916,-17.1133,302.25,69,20,3.6,ES,1691159862
463,lerwick,60.1545,-1.1494,285.15,71,100,6.21,GB,1691160456
464,abingdon,51.6711,-1.2828,292.71,66,75,4.12,GB,1691160457
465,safford,32.834,-109.7076,307.1,22,0,1.15,US,1691160457
466,birzebbuga,35.8258,14.5269,306.53,40,0,4.12,MT,1691160459
467,angaur state,6.906,134.13,301.01,80,98,4.2,PW,1691159961
468,eyl,7.9803,49.8164,301.33,64,34,12.21,SO,1691160460
469,koksan,38.7819,126.6664,297.15,96,70,0.62,KP,1691160460
470,hainburg an der donau,48.1463,16.945,293.64,88,100,3.24,AT,1691160461
471,junin,-34.5838,-60.9433,288.09,53,35,2.46,AR,1691160461
472,north elba,44.2434,-73.9543,292.71,90,100,0.45,US,1691160462
473,pitimbu,-7.4706,-34.8086,301.48,62,18,6.09,BR,1691160462
474,east ballina,-28.8667,153.5833,286.93,70,16,2.04,AU,1691160463
475,puerto baquerizo moreno,-0.9,-89.6,297.7,94,100,4.12,EC,1691160463
476,sokoni,-6.4333,39.55,300.07,81,77,8.46,TZ,1691160464
477,kyabe,9.4515,18.9449,298.53,81,100,2.47,TD,1691160464
478,sitangkai,4.6628,119.3928,302.09,76,5,5.91,PH,1691160465
479,puerto lempira,15.2667,-83.7667,303.23,70,40,3.09,HN,1691160333
480,nelson bay,-32.7167,152.15,288.2,87,100,2.68,AU,1691160466
481,fereydunshahr,32.941,50.121,299.44,14,67,5.64,IR,1691160466
482,markovo,57.3206,107.0881,288.93,93,18,1.48,RU,1691160467
483,tesechoacan,18.1333,-95.6667,298.09,93,100,2.97,MX,1691160467
484,griffith,41.5284,-87.4237,301.77,67,0,3.6,US,1691160468
485,kayangel,8.0823,134.7173,301.3,77,80,5.06,PW,1691160468
486,morwell,-38.2333,146.4,283.37,81,19,3.89,AU,1691160469
487,nouadhibou,20.931,-17.0347,298.14,69,5,8.75,MR,1691159997
488,manokwari,-0.8667,134.0833,298.91,78,100,3.28,ID,1691160470
489,launceston,-41.45,147.1667,283.95,88,100,11.32,AU,1691160471
490,thunder bay,48.4001,-89.3168,292.14,77,0,1.03,CA,1691159740
491,gurupa,-1.405,-51.64,307.75,42,0,1.44,BR,1691160472
492,gasa,31.5,34.4667,305.86,57,0,4.92,PS,1691160325
493,burgersdorp,-30.9977,26.3286,287.01,35,100,2.71,ZA,1691160474
494,monticello,45.3055,-93.7941,299.74,74,0,2.06,US,1691160475
495,brokopondo,4.75,-55.1667,302.27,67,6,0.66,SR,1691160475
496,as suwayrah,32.9256,44.7758,316.6,9,0,6.8,IQ,1691160476
497,mirto,38.0847,14.7515,303.22,42,0,2.3,IT,1691160476
498,tabou,4.423,-7.3528,299.07,77,92,3.93,CI,1691159964
499,mbeya,-8.9,33.45,291.12,58,34,3.24,TZ,1691160477
500,zhuanghe,39.7008,122.9911,298.23,94,100,1.58,CN,1691160478
501,chui,-33.6971,-53.4616,289.33,64,96,0.73,UY,1691160454
502,puerto deseado,-47.7503,-65.8938,280.06,41,0,10.47,AR,1691160479
503,new norfolk,-42.7826,147.0587,287.87,87,97,5.64,AU,1691160480
504,golhisar,37.1459,29.5088,308.21,17,0,2.33,TR,1691160480
505,bel ombre,-4.6167,55.4167,299.06,78,40,7.72,SC,1691160481
506,lipno,52.8444,19.1785,297.71,54,98,1.34,PL,1691160481
507,alice springs,-23.7,133.8833,287.9,51,1,2.57,AU,1691160417
508,khilok,51.3674,110.4676,284.51,90,6,1.87,RU,1691160483
509,broken hill,-31.95,141.4333,285.65,73,100,7.03,AU,1691160485
510,sola,-13.8833,167.55,296.32,87,100,5.7,VU,1691160485
511,ringkobing,56.0901,8.244,290.38,71,89,10.44,DK,1691160486
512,spring creek,40.7266,-115.5859,284.98,56,0,0.68,US,1691159918
513,ar rass,25.8694,43.4973,314.42,7,0,4.95,SA,1691160488
514,flin flon,54.7682,-101.865,292.06,88,100,3.09,CA,1691160488
515,dunedin,-45.8742,170.5036,279.15,85,95,0.45,NZ,1691160489
516,la'ie,21.6477,-157.9253,297.65,76,28,5.42,US,1691160464
517,egremont,54.4794,-3.5276,291.31,59,73,6.73,GB,1691160490
518,vatutine,49.015,31.0621,306.62,30,0,0.69,UA,1691160490
519,sofo-birnin-gwari,11.0154,6.7804,301.93,63,64,2.31,NG,1691160491
520,erdenet,49.0333,104.0833,288.76,93,100,1.18,MN,1691160491
521,gracemere,-23.4333,150.45,290.1,72,100,3.09,AU,1691160492
522,rzhev,56.2624,34.3282,297.95,56,15,4.31,RU,1691160492
523,fergus falls,46.283,-96.0776,297.33,67,0,3.09,US,1691160493
524,bima,-8.4667,118.7167,295.85,95,56,1.81,ID,1691160493
525,sinjai,-5.1241,120.253,297.35,91,59,1.77,ID,1691160405
526,sidi okba,34.7451,5.8983,315.31,9,0,5.14,DZ,1691160496
527,kohlu,29.8962,69.252,306.02,38,15,5.51,PK,1691160496
528,fisterra,42.9049,-9.2629,298.57,68,1,10.29,ES,1691160497
529,trairi,-3.2778,-39.2689,304.24,46,3,6.63,BR,1691160497
530,linares,-35.85,-71.6,282.35,67,0,2.11,CL,1691160498
531,filey,54.21,-0.2892,290.31,77,38,3.58,GB,1691160498
532,rabo de peixe,37.8,-25.5833,296.88,60,75,6.17,PT,1691160499
533,puerto leguizamo,-0.1934,-74.7819,301.08,70,71,0.77,CO,1691160499
534,kittila,67.6647,24.8936,292.23,72,99,0.51,FI,1691160500
535,merritt,50.1123,-120.7942,292.22,53,2,0.65,CA,1691160500
536,acapulco de juarez,16.8634,-99.8901,298.05,83,100,4.63,MX,1691160211
537,posadas,-27.3671,-55.8961,300.14,57,0,6.69,AR,1691160502
538,road town,18.4167,-64.6167,303.17,74,75,4.63,VG,1691160388
539,shakawe,-18.3667,21.85,298.8,19,0,3.83,BW,1691160503
540,lander,42.833,-108.7307,290.43,86,100,0.0,US,1691160504
541,san luis de la loma,17.2706,-100.8939,298.84,92,100,4.25,MX,1691160504
542,port augusta,-32.5,137.7667,282.67,85,67,3.95,AU,1691160505
543,newcastle west,52.4492,-9.0611,288.96,83,100,2.61,IE,1691160506
544,la ronge,55.1001,-105.2842,291.27,88,40,4.63,CA,1691160507
545,sambava,-14.2667,50.1667,295.98,82,32,7.88,MG,1691160508
546,upata,8.0086,-62.3989,300.79,75,35,1.54,VE,1691160510
547,laascaanood,8.4774,47.3597,304.12,31,93,10.47,SO,1691160510
548,saldanha,-33.0117,17.9442,290.18,74,0,4.71,ZA,1691160511
